,city,max_temp,min_temp,weh,wind,sunny,overcast,rainy,cloudy,snowy,EW,WW,NW,SW,wind_level,year,month,day
2023-04-03,中山,24.0,23.0,多云~阴,东南风 4级,False,True,False,True,False,True,False,False,True,True,2023.0,4.0,3.0
2023-04-04,中山,28.0,23.0,多云~雷阵雨,东南风 4级,False,False,True,True,False,True,False,False,True,True,2023.0,4.0,4.0
2023-04-05,中山,26.0,22.0,多云~雷阵雨,南风 4级,False,False,True,True,False,False,False,False,True,True,2023.0,4.0,5.0
2023-04-06,中山,28.0,18.0,小雨~阵雨,南风 3级,False,False,True,False,False,False,False,False,True,True,2023.0,4.0,6.0
2023-04-07,中山,24.0,18.0,多云,北风 3级,False,False,False,True,False,False,False,True,False,True,2023.0,4.0,7.0
2023-04-08,中山,21.0,19.0,多云,东北风 2级,False,False,False,True,False,True,False,True,False,True,2023.0,4.0,8.0
2023-04-09,中山,22.0,18.0,小雨~阴,东南风 2级,False,True,True,False,False,True,False,False,True,True,2023.0,4.0,9.0
2023-04-10,中山,23.0,20.0,多云~阴,东南风 3级,False,True,False,True,False,True,False,False,True,True,2023.0,4.0,10.0
2023-04-11,中山,27.0,21.0,多云~阴,东南风 3级,False,True,False,True,False,True,False,False,True,True,2023.0,4.0,11.0
2023-04-12,中山,29.0,21.0,晴~多云,东南风 2级,True,False,False,True,False,True,False,False,True,True,2023.0,4.0,12.0
2023-04-13,中山,26.0,22.0,多云~阴,东南风 3级,False,True,False,True,False,True,False,False,True,True,2023.0,4.0,13.0
2023-04-14,中山,27.0,22.0,多云~雷阵雨,南风 3级,False,False,True,True,False,False,False,False,True,True,2023.0,4.0,14.0
2023-04-15,中山,30.0,20.0,多云,北风 3级,False,False,False,True,False,False,False,True,False,True,2023.0,4.0,15.0
2023-04-16,中山,32.0,22.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2023.0,4.0,16.0
2023-04-17,中山,30.0,23.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2023.0,4.0,17.0
2023-04-18,中山,28.0,24.0,多云~阴,南风 4级,False,True,False,True,False,False,False,False,True,True,2023.0,4.0,18.0
2023-04-19,中山,27.0,23.0,中雨,西南风 4级,False,False,True,False,False,False,True,False,True,True,2023.0,4.0,19.0
2023-04-20,中山,29.0,24.0,雾~阵雨,东南风 1级,False,False,True,False,False,True,False,False,True,True,2023.0,4.0,20.0
2023-04-21,中山,25.0,24.0,小雨~阵雨,东南风 3级,False,False,True,False,False,True,False,False,True,True,2023.0,4.0,21.0
2023-04-22,中山,26.0,24.0,多云~阴,东南风 4级,False,True,False,True,False,True,False,False,True,True,2023.0,4.0,22.0
2023-04-23,中山,27.0,24.0,多云~阴,东南风 4级,False,True,False,True,False,True,False,False,True,True,2023.0,4.0,23.0
2023-04-24,中山,26.0,21.0,大雨~阵雨,东南风 3级,False,False,True,False,False,True,False,False,True,True,2023.0,4.0,24.0
2023-04-25,中山,22.0,20.0,多云~阴,西北风 3级,False,True,False,True,False,False,True,True,False,True,2023.0,4.0,25.0
2023-04-26,中山,24.0,19.0,多云,东北风 3级,False,False,False,True,False,True,False,True,False,True,2023.0,4.0,26.0
2023-04-27,中山,26.0,21.0,多云~阴,东南风 3级,False,True,False,True,False,True,False,False,True,True,2023.0,4.0,27.0
2023-04-28,中山,29.0,24.0,多云~阴,东南风 3级,False,True,False,True,False,True,False,False,True,True,2023.0,4.0,28.0
2023-04-29,中山,27.0,20.0,多云,西北风 2级,False,False,False,True,False,False,True,True,False,True,2023.0,4.0,29.0
2023-04-30,中山,28.0,21.0,多云~阴,北风 2级,False,True,False,True,False,False,False,True,False,True,2023.0,4.0,30.0
2023-05-01,中山,27.0,22.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2023.0,5.0,1.0
2023-05-02,中山,27.0,22.0,多云,东南风 1级,False,False,False,True,False,True,False,False,True,True,2023.0,5.0,2.0
2023-05-03,中山,30.0,24.0,多云~阴,东南风 3级,False,True,False,True,False,True,False,False,True,True,2023.0,5.0,3.0
2023-05-04,中山,31.0,25.0,多云,南风 3级,False,False,False,True,False,False,False,False,True,True,2023.0,5.0,4.0
2023-05-05,中山,31.0,25.0,多云,南风 3级,False,False,False,True,False,False,False,False,True,True,2023.0,5.0,5.0
2023-05-06,中山,31.0,24.0,多云~中雨,南风 3级,False,False,True,True,False,False,False,False,True,True,2023.0,5.0,6.0
2023-05-07,中山,29.0,21.0,大雨~小雨,北风 2级,False,False,True,False,False,False,False,True,False,True,2023.0,5.0,7.0
2023-05-08,中山,24.0,20.0,中雨~小雨,北风 1级,False,False,True,False,False,False,False,True,False,True,2023.0,5.0,8.0
2023-05-09,中山,24.0,21.0,小雨~多云,东南风 3级,False,False,True,True,False,True,False,False,True,True,2023.0,5.0,9.0
2023-05-10,中山,26.0,23.0,多云~阴,东南风 3级,False,True,False,True,False,True,False,False,True,True,2023.0,5.0,10.0
2023-05-11,中山,24.0,22.0,多云~阵雨,北风 1级,False,False,True,True,False,False,False,True,False,True,2023.0,5.0,11.0
2023-05-12,中山,22.0,21.0,小雨~阵雨,西北风 1级,False,False,True,False,False,False,True,True,False,True,2023.0,5.0,12.0
2023-05-13,中山,24.0,20.0,中雨~大雨,北风 2级,False,False,True,False,False,False,False,True,False,True,2023.0,5.0,13.0
2023-05-14,中山,22.0,21.0,大雨~阴,北风 1级,False,True,True,False,False,False,False,True,False,True,2023.0,5.0,14.0
2023-05-15,中山,30.0,22.0,多云,南风 3级,False,False,False,True,False,False,False,False,True,True,2023.0,5.0,15.0
2023-05-16,中山,29.0,24.0,多云,东南风 2级,False,False,False,True,False,True,False,False,True,True,2023.0,5.0,16.0
2023-05-17,中山,32.0,25.0,多云,南风 2级,False,False,False,True,False,False,False,False,True,True,2023.0,5.0,17.0
2023-05-18,中山,34.0,26.0,多云~阴,南风 1级,False,True,False,True,False,False,False,False,True,True,2023.0,5.0,18.0
2023-05-19,中山,34.0,26.0,多云,南风 3级,False,False,False,True,False,False,False,False,True,True,2023.0,5.0,19.0
2023-05-20,中山,33.0,27.0,多云,南风 3级,False,False,False,True,False,False,False,False,True,True,2023.0,5.0,20.0
2023-05-21,中山,33.0,28.0,多云,南风 3级,False,False,False,True,False,False,False,False,True,True,2023.0,5.0,21.0
2023-05-22,中山,34.0,24.0,多云~雷阵雨,南风 2级,False,False,True,True,False,False,False,False,True,True,2023.0,5.0,22.0
2023-05-23,中山,28.0,24.0,多云~中雨,东南风 3级,False,False,True,True,False,True,False,False,True,True,2023.0,5.0,23.0
2023-05-24,中山,27.0,25.0,小雨~阴,南风 1级,False,True,True,False,False,False,False,False,True,True,2023.0,5.0,24.0
2023-05-25,中山,32.0,25.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2023.0,5.0,25.0
2023-05-26,中山,32.0,26.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2023.0,5.0,26.0
2023-05-27,中山,33.0,26.0,多云~晴,东南风 3级,True,False,False,True,False,True,False,False,True,True,2023.0,5.0,27.0
2023-05-28,中山,33.0,26.0,多云~晴,南风 2级,True,False,False,True,False,False,False,False,True,True,2023.0,5.0,28.0
2023-05-29,中山,35.0,26.0,晴,西南风 2级,True,False,False,False,False,False,True,False,True,True,2023.0,5.0,29.0
2023-05-30,中山,37.0,28.0,多云~晴,西南风 2级,True,False,False,True,False,False,True,False,True,True,2023.0,5.0,30.0
2023-05-31,中山,38.0,28.0,多云~雷阵雨,南风 2级,False,False,True,True,False,False,False,False,True,True,2023.0,5.0,31.0
2023-06-01,中山,31.0,25.0,多云~雷阵雨,南风 2级,False,False,True,True,False,False,False,False,True,True,2023.0,6.0,1.0
2023-06-02,中山,36.0,26.0,多云,南风 3级,False,False,False,True,False,False,False,False,True,True,2023.0,6.0,2.0
2023-06-03,中山,35.0,27.0,多云,东南风 3级,False,False,False,True,False,True,False,False,True,True,2023.0,6.0,3.0
2023-06-04,中山,33.0,27.0,多云~阵雨,南风 2级,False,False,True,True,False,False,False,False,True,True,2023.0,6.0,4.0
2023-06-05,中山,32.0,25.0,雷阵雨~中雨,东风 3级,False,False,True,False,False,True,False,False,False,True,2023.0,6.0,5.0
2023-06-06,中山,32.0,25.0,雷阵雨~大雨,东南风 3级,False,False,True,False,False,True,False,False,True,True,2023.0,6.0,6.0
2023-06-07,中山,31.0,26.0,中雨~多云,东南风 3级,False,False,True,True,False,True,False,False,True,True,2023.0,6.0,7.0
2023-06-08,中山,33.0,25.0,多云~阵雨,东南风 2级,False,False,True,True,False,True,False,False,True,True,2023.0,6.0,8.0
2023-06-09,中山,31.0,26.0,雷阵雨,南风 2级,False,False,True,False,False,False,False,False,True,True,2023.0,6.0,9.0
2023-06-10,中山,32.0,25.0,大雨~阵雨,东风 1级,False,False,True,False,False,True,False,False,False,True,2023.0,6.0,10.0
2023-06-11,中山,32.0,25.0,大雨~阵雨,东风 1级,False,False,True,False,False,True,False,False,False,True,2023.0,6.0,10.0
2023-06-12,中山,32.0,25.0,大雨~阵雨,东风 1级,False,False,True,False,False,True,False,False,False,True,2023.0,6.0,10.0
2023-06-13,中山,32.0,25.0,大雨~阵雨,东风 1级,False,False,True,False,False,True,False,False,False,True,2023.0,6.0,10.0
2023-06-14,中山,32.0,25.0,大雨~阵雨,东风 1级,False,False,True,False,False,True,False,False,False,True,2023.0,6.0,10.0
2023-06-15,中山,32.0,25.0,大雨~阵雨,东风 1级,False,False,True,False,False,True,False,False,False,True,2023.0,6.0,10.0
2023-06-16,中山,32.0,25.0,大雨~阵雨,东风 1级,False,False,True,False,False,True,False,False,False,True,2023.0,6.0,10.0
